Restaurant ID,Restaurant Name,City,Locality,Cuisines,Aggregate rating,Votes,Price range,Average Cost for two,Has Table booking,Has Online delivery,content_features
3600072,Nanking,Mysore,Vijay Nagar,"Chinese, Thai",3.7,208,2,550,No,No,Chinese  Thai Mysore VijayNagar Price2 TableBooking_No Delivery_No
3600022,Oyster Bay,Mysore,Vijay Nagar,"North Indian, Asian, Continental",3.6,270,3,1000,No,No,North Indian  Asian  Continental Mysore VijayNagar Price3 TableBooking_No Delivery_No
3600014,Purple Haze,Mysore,Vijay Nagar,Finger Food,3.7,183,3,1200,No,No,Finger Food Mysore VijayNagar Price3 TableBooking_No Delivery_No
3301308,House of Caffeine,Nagpur,Bajaj Nagar,Fast Food,3.3,27,2,500,No,No,Fast Food Nagpur BajajNagar Price2 TableBooking_No Delivery_No
3300780,Hide Out The Street Cafe,Nagpur,Bajaj Nagar,Cafe,3.8,73,1,250,No,No,Cafe Nagpur BajajNagar Price1 TableBooking_No Delivery_No
3301236,Tapri The Chai Books Cafe,Nagpur,Bajaj Nagar,"Continental, Fast Food, Tea",3.9,26,1,250,No,No,Continental  Fast Food  Tea Nagpur BajajNagar Price1 TableBooking_No Delivery_No
3300369,Eat Street Express,Nagpur,Bajaj Nagar,"North Indian, Chinese",4.0,103,2,500,No,Yes,North Indian  Chinese Nagpur BajajNagar Price2 TableBooking_No Delivery_Yes
3301013,Zaikart,Nagpur,Bajaj Nagar,"North Indian, Mughlai",4.3,88,2,550,No,Yes,North Indian  Mughlai Nagpur BajajNagar Price2 TableBooking_No Delivery_Yes
3300741,Cafe Zinea,Nagpur,Civil Lines,"Cafe, Chinese, Fast Food, Italian",3.7,201,2,400,No,Yes,Cafe  Chinese  Fast Food  Italian Nagpur CivilLines Price2 TableBooking_No Delivery_Yes
3300138,Checker's,Nagpur,Civil Lines,"Fast Food, Chinese",4.0,185,2,550,No,Yes,Fast Food  Chinese Nagpur CivilLines Price2 TableBooking_No Delivery_Yes
3300949,The B.A.W.A,Nagpur,Civil Lines,Cafe,4.2,164,2,600,No,Yes,Cafe Nagpur CivilLines Price2 TableBooking_No Delivery_Yes
3300065,FSB,Nagpur,Dhantoli,"Continental, North Indian, Thai, Chinese",4.3,270,3,1100,No,No,Continental  North Indian  Thai  Chinese Nagpur Dhantoli Price3 TableBooking_No Delivery_No
3300416,NESCAF� Illusions,Nagpur,Dharampeth,Cafe,3.9,140,2,350,No,No,Cafe Nagpur Dharampeth Price2 TableBooking_No Delivery_No
3301169,Nineties,Nagpur,Dharampeth,"Cafe, Fast Food",3.9,19,1,250,No,Yes,Cafe  Fast Food Nagpur Dharampeth Price1 TableBooking_No Delivery_Yes
3300061,Mocha,Nagpur,Dharampeth,"Cafe, Continental",4.0,284,3,750,No,Yes,Cafe  Continental Nagpur Dharampeth Price3 TableBooking_No Delivery_Yes
3300107,The Zuree Urban Kitchen,Nagpur,Mohan Nagar,"North Indian, Italian, Continental",4.4,257,3,1200,No,Yes,North Indian  Italian  Continental Nagpur MohanNagar Price3 TableBooking_No Delivery_Yes
3300058,The Breakfast Story,Nagpur,Pratap Nagar,Cafe,4.5,520,2,600,No,No,Cafe Nagpur PratapNagar Price2 TableBooking_No Delivery_No
3300057,Ten Downing Street Restaurant & Bar,Nagpur,Ramdaspeth,"Chinese, Continental, North Indian",4.0,306,3,1000,No,No,Chinese  Continental  North Indian Nagpur Ramdaspeth Price3 TableBooking_No Delivery_No
3300041,Ashoka Restaurant,Nagpur,Sadar,"North Indian, Chinese, Continental",4.2,275,3,1300,No,Yes,North Indian  Chinese  Continental Nagpur Sadar Price3 TableBooking_No Delivery_Yes
3300958,Barbeque Nation,Nagpur,Sitabuldi,"North Indian, European, Mediterranean",4.9,226,4,1600,No,No,North Indian  European  Mediterranean Nagpur Sitabuldi Price4 TableBooking_No Delivery_No
3300707,KFC,Nagpur,Sitabuldi,"American, Fast Food",2.2,147,2,550,No,Yes,American  Fast Food Nagpur Sitabuldi Price2 TableBooking_No Delivery_Yes
3300070,Moksh The Restro Lounge,Nagpur,Sitabuldi,"Seafood, Chinese, Thai",4.0,100,3,1000,No,No,Seafood  Chinese  Thai Nagpur Sitabuldi Price3 TableBooking_No Delivery_No
3301035,Mainland China,Nagpur,Vivekanand Nagar,Chinese,3.8,45,3,1000,No,No,Chinese Nagpur VivekanandNagar Price3 TableBooking_No Delivery_No
1600227,Divtya Budhlya Wada Restaurant,Nashik,Anand Wali Goan,Maharashtrian,3.8,76,2,400,No,No,Maharashtrian Nashik AnandWaliGoan Price2 TableBooking_No Delivery_No
1600280,Spice Route,Nashik,Anand Wali Goan,"North Indian, Maharashtrian",3.6,91,4,1000,No,No,North Indian  Maharashtrian Nashik AnandWaliGoan Price4 TableBooking_No Delivery_No
1600169,Veg Aroma,Nashik,Anand Wali Goan,North Indian,3.6,125,3,600,No,No,North Indian Nashik AnandWaliGoan Price3 TableBooking_No Delivery_No
1600109,Eastern Spice,Nashik,"Bon Vivant, College Road",North Indian,3.5,140,3,800,No,No,"North Indian Nashik BonVivant,CollegeRoad Price3 TableBooking_No Delivery_No"
1600108,The Bake Studio,Nashik,"Bon Vivant, College Road","Cafe, Desserts",3.6,86,2,400,No,No,"Cafe  Desserts Nashik BonVivant,CollegeRoad Price2 TableBooking_No Delivery_No"
1600258,Barbeque Nation,Nashik,"City Center, Parijat Nagar","North Indian, European, Mediterranean, Asian",3.8,117,4,1500,No,No,"North Indian  European  Mediterranean  Asian Nashik CityCenter,ParijatNagar Price4 TableBooking_No Delivery_No"
1600252,Chai Tapri,Nashik,College Road,Cafe,3.4,86,1,150,No,No,Cafe Nashik CollegeRoad Price1 TableBooking_No Delivery_No
1600007,Curry Leaves,Nashik,College Road,"North Indian, Chinese, Fast Food",3.4,162,3,600,No,No,North Indian  Chinese  Fast Food Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600053,Enter The Dragon,Nashik,College Road,Chinese,3.4,177,3,700,No,No,Chinese Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600326,The Cafe Katta,Nashik,College Road,Cafe,3.3,15,3,600,No,No,Cafe Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600307,White X Sky Lounge,Nashik,College Road,North Indian,3.4,24,3,800,No,No,North Indian Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600219,12212,Nashik,College Road,Fast Food,3.5,80,2,400,No,No,Fast Food Nashik CollegeRoad Price2 TableBooking_No Delivery_No
1600067,Al Arabian Express,Nashik,College Road,Mughlai,3.7,162,3,500,No,No,Mughlai Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600039,RiverDine Restaurant & Bar,Nashik,College Road,"North Indian, Chinese",3.5,166,3,500,No,No,North Indian  Chinese Nashik CollegeRoad Price3 TableBooking_No Delivery_No
1600029,Barbeque Ville,Nashik,Parijat Nagar,North Indian,3.8,164,4,1100,No,No,North Indian Nashik ParijatNagar Price4 TableBooking_No Delivery_No
1600292,Little Italy,Nashik,Satpur,Italian,3.0,25,3,800,No,No,Italian Nashik Satpur Price3 TableBooking_No Delivery_No
1600298,Soma at Sula,Nashik,Satpur,North Indian,3.3,33,4,1000,No,No,North Indian Nashik Satpur Price4 TableBooking_No Delivery_No
1600095,Hotel Radhakrishna,Nashik,Satpur,"Malwani, North Indian, Chinese, Seafood",3.5,77,2,400,No,No,Malwani  North Indian  Chinese  Seafood Nashik Satpur Price2 TableBooking_No Delivery_No
1600205,Sadhana Restaurant,Nashik,Satpur,Maharashtrian,3.9,218,1,100,No,No,Maharashtrian Nashik Satpur Price1 TableBooking_No Delivery_No
1600212,House Of Flavours,Nashik,"SSK Solitaire, Satpur","North Indian, Chinese, Continental",3.4,71,3,900,No,No,"North Indian  Chinese  Continental Nashik SSKSolitaire,Satpur Price3 TableBooking_No Delivery_No"
18287358,Food Cloud,New Delhi,Aaya Nagar,Cuisine Varies,0.0,2,2,500,No,No,Cuisine Varies NewDelhi AayaNagar Price2 TableBooking_No Delivery_No
18216944,Burger.in,New Delhi,Adchini,Fast Food,3.2,46,1,350,No,Yes,Fast Food NewDelhi Adchini Price1 TableBooking_No Delivery_Yes
313333,Days of the Raj,New Delhi,Adchini,"North Indian, Seafood, Continental",3.4,45,3,1500,Yes,Yes,North Indian  Seafood  Continental NewDelhi Adchini Price3 TableBooking_Yes Delivery_Yes
18384127,Dilli Ka Dhaba,New Delhi,Adchini,"South Indian, North Indian",2.6,11,2,500,No,No,South Indian  North Indian NewDelhi Adchini Price2 TableBooking_No Delivery_No
582,Govardhan,New Delhi,Adchini,"South Indian, North Indian, Chinese",3.4,238,2,500,No,Yes,South Indian  North Indian  Chinese NewDelhi Adchini Price2 TableBooking_No Delivery_Yes
18414465,Mezbaan Grills,New Delhi,Adchini,Mughlai,3.1,8,1,400,No,No,Mughlai NewDelhi Adchini Price1 TableBooking_No Delivery_No
304243,Say Cheese,New Delhi,Adchini,Fast Food,2.7,64,1,400,No,Yes,Fast Food NewDelhi Adchini Price1 TableBooking_No Delivery_Yes
3554,Southy,New Delhi,Adchini,South Indian,2.6,113,1,450,No,Yes,South Indian NewDelhi Adchini Price1 TableBooking_No Delivery_Yes
18369872,Monosoz,New Delhi,Adchini,Pizza,3.7,66,1,300,No,Yes,Pizza NewDelhi Adchini Price1 TableBooking_No Delivery_Yes
948,Waves,New Delhi,Adchini,"North Indian, Chinese",3.5,141,3,1500,Yes,Yes,North Indian  Chinese NewDelhi Adchini Price3 TableBooking_Yes Delivery_Yes
2853,Delhi Darbar,New Delhi,Adchini,"Chinese, North Indian",2.2,77,2,500,No,No,Chinese  North Indian NewDelhi Adchini Price2 TableBooking_No Delivery_No
18433900,Chateau,New Delhi,Adchini,"Mediterranean, Italian",4.0,40,3,1600,Yes,No,Mediterranean  Italian NewDelhi Adchini Price3 TableBooking_Yes Delivery_No
18425159,Nariyal Cafe,New Delhi,Adchini,"Continental, Seafood, Goan, Andhra, Kerala, Thai",4.2,46,3,1200,Yes,No,Continental  Seafood  Goan  Andhra  Kerala  Thai NewDelhi Adchini Price3 TableBooking_Yes Delivery_No
310958,Rustom's Parsi Bhonu,New Delhi,Adchini,Parsi,4.2,665,3,1500,Yes,Yes,Parsi NewDelhi Adchini Price3 TableBooking_Yes Delivery_Yes
18334443,BarShala,New Delhi,"Aditya Mega Mall, Karkardooma",Finger Food,3.2,31,2,600,No,No,"Finger Food NewDelhi AdityaMegaMall,Karkardooma Price2 TableBooking_No Delivery_No"
18255141,Chawla's�_,New Delhi,"Aditya Mega Mall, Karkardooma","North Indian, Mughlai",3.4,32,2,800,Yes,Yes,"North Indian  Mughlai NewDelhi AdityaMegaMall,Karkardooma Price2 TableBooking_Yes Delivery_Yes"
197,Domino's Pizza,New Delhi,"Aditya Mega Mall, Karkardooma","Pizza, Fast Food",2.8,83,2,700,No,No,"Pizza  Fast Food NewDelhi AdityaMegaMall,Karkardooma Price2 TableBooking_No Delivery_No"
308235,Sultanat,New Delhi,"Aditya Mega Mall, Karkardooma","North Indian, Chinese, Continental",3.7,288,3,1000,Yes,Yes,"North Indian  Chinese  Continental NewDelhi AdityaMegaMall,Karkardooma Price3 TableBooking_Yes Delivery_Yes"
18258757,Bella Italia,New Delhi,Aerocity,"Fast Food, Italian, Pizza",3.2,33,2,550,No,No,Fast Food  Italian  Pizza NewDelhi Aerocity Price2 TableBooking_No Delivery_No
307383,Clever Fox Cafe,New Delhi,Aerocity,"North Indian, Continental, Chinese",3.2,26,2,900,Yes,No,North Indian  Continental  Chinese NewDelhi Aerocity Price2 TableBooking_Yes Delivery_No
18386746,365 Naturals,New Delhi,Aerocity,"Continental, North Indian, Fast Food, Street Food, South Indian",0.0,2,2,600,No,No,Continental  North Indian  Fast Food  Street Food  South Indian NewDelhi Aerocity Price2 TableBooking_No Delivery_No
18337885,Tpot,New Delhi,Aerocity,Cafe,0.0,0,2,800,No,No,Cafe NewDelhi Aerocity Price2 TableBooking_No Delivery_No
310491,4 on 44 Restaurant & Bar,New Delhi,"Aggarwal City Mall, Pitampura","North Indian, Chinese",2.6,49,3,1000,Yes,Yes,"North Indian  Chinese NewDelhi AggarwalCityMall,Pitampura Price3 TableBooking_Yes Delivery_Yes"
18337789,Rambhog,New Delhi,"Aggarwal City Mall, Pitampura","Street Food, Mithai",3.3,13,1,200,No,No,"Street Food  Mithai NewDelhi AggarwalCityMall,Pitampura Price1 TableBooking_No Delivery_No"
18222573,Selfie Lounge Restro & Bar,New Delhi,"Aggarwal City Mall, Pitampura","North Indian, Chinese",3.2,64,3,1500,Yes,Yes,"North Indian  Chinese NewDelhi AggarwalCityMall,Pitampura Price3 TableBooking_Yes Delivery_Yes"
3370,BTW,New Delhi,"Aggarwal City Plaza, Rohini","Street Food, South Indian, Mithai",3.4,167,1,400,No,No,"Street Food  South Indian  Mithai NewDelhi AggarwalCityPlaza,Rohini Price1 TableBooking_No Delivery_No"
307439,Chilli Pepper,New Delhi,"Aggarwal City Plaza, Rohini","North Indian, Chinese",3.3,99,2,900,Yes,Yes,"North Indian  Chinese NewDelhi AggarwalCityPlaza,Rohini Price2 TableBooking_Yes Delivery_Yes"
1078,Pizza Hut,New Delhi,"Aggarwal City Plaza, Rohini","Italian, Pizza, Fast Food",2.6,125,3,1000,No,Yes,"Italian  Pizza  Fast Food NewDelhi AggarwalCityPlaza,Rohini Price3 TableBooking_No Delivery_Yes"
9340,Puri Bakers,New Delhi,"Aggarwal City Plaza, Rohini","Bakery, Fast Food",3.7,124,1,300,No,No,"Bakery  Fast Food NewDelhi AggarwalCityPlaza,Rohini Price1 TableBooking_No Delivery_No"
306761,Jaiveer Naan & Chaap,New Delhi,"Aggarwal City Plaza, Rohini","North Indian, Fast Food",2.2,79,2,500,No,Yes,"North Indian  Fast Food NewDelhi AggarwalCityPlaza,Rohini Price2 TableBooking_No Delivery_Yes"
7580,Aggarwal's Sweets Paradise,New Delhi,Alaknanda,"Mithai, North Indian, South Indian, Street Food",2.9,8,1,400,No,No,Mithai  North Indian  South Indian  Street Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7584,Bikaner Sweets,New Delhi,Alaknanda,"Mithai, Street Food",3.3,20,1,200,No,No,Mithai  Street Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7582,Cafe Coffee Day,New Delhi,Alaknanda,Cafe,3.2,23,1,450,No,No,Cafe NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18351495,Cakeophony By Sonali,New Delhi,Alaknanda,Bakery,3.4,19,1,400,No,No,Bakery NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7594,Chandra Sweets,New Delhi,Alaknanda,"Mithai, North Indian, South Indian, Street Food",3.0,7,1,400,No,No,Mithai  North Indian  South Indian  Street Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7583,Chhotu Mashhoor Kathi Roll,New Delhi,Alaknanda,Fast Food,2.7,11,1,150,No,No,Fast Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7610,Green Chick Chop,New Delhi,Alaknanda,"Raw Meats, North Indian, Fast Food",3.2,35,1,350,No,No,Raw Meats  North Indian  Fast Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18412603,Lazeez Restaurant,New Delhi,Alaknanda,"Chinese, North Indian, Italian, Mughlai",3.0,11,2,600,No,Yes,Chinese  North Indian  Italian  Mughlai NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
7639,Madhuvan Chinese Fast Food,New Delhi,Alaknanda,Chinese,2.5,32,1,300,No,Yes,Chinese NewDelhi Alaknanda Price1 TableBooking_No Delivery_Yes
18441545,Mr Wong,New Delhi,Alaknanda,"Chinese, Thai",3.2,10,2,800,No,Yes,Chinese  Thai NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
9971,Mughlai Shahi Rasoi,New Delhi,Alaknanda,"North Indian, Mughlai",3.2,23,2,600,No,No,North Indian  Mughlai NewDelhi Alaknanda Price2 TableBooking_No Delivery_No
18451572,Mumbai Central Street Food,New Delhi,Alaknanda,"Street Food, Fast Food, Beverages",3.1,7,1,400,No,No,Street Food  Fast Food  Beverages NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7593,Neha's Treat,New Delhi,Alaknanda,Chinese,2.9,42,1,450,No,No,Chinese NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
301440,New Bakers Shoppee,New Delhi,Alaknanda,"Bakery, Fast Food",3.2,21,1,200,No,No,Bakery  Fast Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
7585,Pant  Ice Cream Parlour,New Delhi,Alaknanda,"Desserts, Ice Cream",3.3,16,1,150,No,No,Desserts  Ice Cream NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
306531,PM 2 AM Food Bank,New Delhi,Alaknanda,North Indian,2.5,37,2,500,No,Yes,North Indian NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
18354658,Punjabi Chaap Corner,New Delhi,Alaknanda,North Indian,2.9,4,1,250,No,No,North Indian NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18337782,Sartaj Food Corner,New Delhi,Alaknanda,"North Indian, South Indian, Chinese",2.8,7,2,500,No,Yes,North Indian  South Indian  Chinese NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
18258759,The Sugar Therapy,New Delhi,Alaknanda,"Bakery, Desserts",3.4,22,1,450,No,No,Bakery  Desserts NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18057805,Biryani Binge,New Delhi,Alaknanda,"North Indian, Biryani",3.9,97,2,600,No,Yes,North Indian  Biryani NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
3428,City of Joy,New Delhi,Alaknanda,Bengali,3.9,452,2,800,No,No,Bengali NewDelhi Alaknanda Price2 TableBooking_No Delivery_No
18425771,Letz Roll,New Delhi,Alaknanda,"Ice Cream, Desserts",3.6,14,1,250,No,No,Ice Cream  Desserts NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18304836,Nukkad,New Delhi,Alaknanda,"Chinese, Mughlai, North Indian",3.6,82,2,650,No,Yes,Chinese  Mughlai  North Indian NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
18311951,#InstaFreeze,New Delhi,Alaknanda,Ice Cream,0.0,2,1,300,No,No,Ice Cream NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18401128,Aahar Meat and Chicken Shop,New Delhi,Alaknanda,"Raw Meats, Fast Food",0.0,0,1,400,No,No,Raw Meats  Fast Food NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18354667,Food Cafe,New Delhi,Alaknanda,"South Indian, North Indian, Chinese",0.0,0,1,350,No,No,South Indian  North Indian  Chinese NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18431379,Lazeez Restaurant,New Delhi,Alaknanda,"Chinese, North Indian, Mughlai, Pizza",0.0,1,2,500,No,No,Chinese  North Indian  Mughlai  Pizza NewDelhi Alaknanda Price2 TableBooking_No Delivery_No
18311953,Lemon Chick,New Delhi,Alaknanda,North Indian,0.0,2,2,500,No,Yes,North Indian NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
18361522,Punjabi Chaap Corner,New Delhi,Alaknanda,"Fast Food, North Indian",0.0,0,1,400,No,No,Fast Food  North Indian NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
18425780,Purani Dilli Foods,New Delhi,Alaknanda,Mughlai,0.0,1,2,600,No,No,Mughlai NewDelhi Alaknanda Price2 TableBooking_No Delivery_No
18489513,Tandoori Kebab,New Delhi,Alaknanda,North Indian,0.0,0,1,400,No,No,North Indian NewDelhi Alaknanda Price1 TableBooking_No Delivery_No
306795,Shree Rathnam,New Delhi,Alaknanda,"South Indian, North Indian, Chinese",2.4,31,2,800,No,Yes,South Indian  North Indian  Chinese NewDelhi Alaknanda Price2 TableBooking_No Delivery_Yes
7249,Alaturka,New Delhi,"Ambience Mall, Vasant Kunj",Turkish,2.5,100,2,600,No,Yes,"Turkish NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_Yes"
7246,Amici Gourmet Pizza,New Delhi,"Ambience Mall, Vasant Kunj","Pizza, Italian",3.1,230,2,800,No,Yes,"Pizza  Italian NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_Yes"
310723,Burger King,New Delhi,"Ambience Mall, Vasant Kunj","Burger, Fast Food",3.2,458,2,500,No,Yes,"Burger  Fast Food NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_Yes"
7253,Kylin Express,New Delhi,"Ambience Mall, Vasant Kunj","Asian, Chinese",2.6,176,2,700,No,No,"Asian  Chinese NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_No"
18180041,Big Fat Sandwich,New Delhi,"Ambience Mall, Vasant Kunj",American,3.5,232,2,800,Yes,Yes,"American NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_Yes Delivery_Yes"
18434414,Fashion Tv Cafe,New Delhi,"Ambience Mall, Vasant Kunj","Continental, Chinese, North Indian",3.6,27,4,2200,Yes,No,"Continental  Chinese  North Indian NewDelhi AmbienceMall,VasantKunj Price4 TableBooking_Yes Delivery_No"
4905,Kylin Skybar,New Delhi,"Ambience Mall, Vasant Kunj","Chinese, Japanese, Thai, Malaysian, Vietnamese, Asian",3.6,210,4,2200,Yes,No,"Chinese  Japanese  Thai  Malaysian  Vietnamese  Asian NewDelhi AmbienceMall,VasantKunj Price4 TableBooking_Yes Delivery_No"
18421232,Lemon Drops,New Delhi,"Ambience Mall, Vasant Kunj","North Indian, South Indian",3.9,44,2,500,No,No,"North Indian  South Indian NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_No"
7228,Punjabi By Nature Express,New Delhi,"Ambience Mall, Vasant Kunj","North Indian, Street Food, Mughlai",3.5,206,2,600,No,No,"North Indian  Street Food  Mughlai NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_No"
7068,Red Mango,New Delhi,"Ambience Mall, Vasant Kunj","Cafe, Desserts",3.7,185,2,700,No,Yes,"Cafe  Desserts NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_Yes"
302152,Starbucks,New Delhi,"Ambience Mall, Vasant Kunj",Cafe,3.7,256,2,700,No,No,"Cafe NewDelhi AmbienceMall,VasantKunj Price2 TableBooking_No Delivery_No"
312300,Peninsular Kitchen,New Delhi,"Ambience Mall, Vasant Kunj","Seafood, South Indian, Andhra, Hyderabadi, Goan",4.2,336,3,1500,Yes,Yes,"Seafood  South Indian  Andhra  Hyderabadi  Goan NewDelhi AmbienceMall,VasantKunj Price3 TableBooking_Yes Delivery_Yes"
5565,Mithapur,New Delhi,Anand Lok,"Chinese, Fast Food, North Indian, South Indian",3.4,280,1,450,No,No,Chinese  Fast Food  North Indian  South Indian NewDelhi AnandLok Price1 TableBooking_No Delivery_No
307113,Diggin,New Delhi,Anand Lok,"Italian, Continental, Cafe",4.2,2131,3,1400,Yes,Yes,Italian  Continental  Cafe NewDelhi AnandLok Price3 TableBooking_Yes Delivery_Yes
